Change,Description,MultipleCompulsory,Department,Number,Grade,Class,Name,Url,Credit,YearSemester,CompulsoryElective,Restrict,Select,Selected,Remaining,Teacher,Room,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Context
,,*,外文系,DFLL420,4,,美國文學：1865以前,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL420&Crsname=美國文學：1865以前,3,期,必,50,0,41,9,盧莉茹,文LA 3001,,234,,,,,,《講授類》 西洋經典文學與文化學程
新增,8/16,,外文系,DFLL422,4,,英美小說（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL422&Crsname=英美小說（一）,3,期,選,50,2,17,33,范澤凱,文LA 3003,,,,,234,,,《講授類》 ※英語授課西洋經典文學與文化學程
新增,7/21,,外文系,DFLL437,4,,當代文學理論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL437&Crsname=當代文學理論,3,期,選,50,0,4,46,盧家達,文LA 3002,567,,,,,,,《講授類》 ※英語授課西洋經典文學與文化學程
異動,更換教室8/10,,外文系,DFLL438,4,,精神分析批評,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL438&Crsname=精神分析批評,3,期,選,50,0,30,20,陳福仁,文LA 3001,234,,,,,,,《研討類》 性別研究學程西洋經典文學與文化學程
,,,外文系,DFLL447,4,,網路與外語教學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL447&Crsname=網路與外語教學,3,期,選,50,1,28,22,楊郁芬,文LA 3004,,,,567,,,,《講授類》
異動,更換教室9/20,,外文系,DFLL448,4,,英語語音學,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL448&Crsname=英語語音學,3,期,選,50,0,16,34,歐淑珍,文LA 3004,567,,,,,,,《講授類》
,,,外文系,DFLL450,4,,中文英譯（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL450&Crsname=中文英譯（一）,3,期,選,18,0,19,-1,張錦忠,文LA 3002,,567,,,,,,《講授類》
,,,外文系,DFLL463,4,,聖經,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL463&Crsname=聖經,3,期,選,50,1,38,12,徐淑瑛,文LA 3004,,,,234,,,,《講授類》
,,,外文系,DFLL480,4,,社會語言學概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=DFLL480&Crsname=社會語言學概論,3,期,選,50,0,12,38,白士禮,文LA 3013,234,,,,,,,《講授類》 ※英語授課
,,*,音樂系,MUSI101,1,,合奏,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI101&Crsname=合奏,2,期,必,90,0,66,24,楊智欽,文FA 4031,,,67,,56,,,《音樂類》開放20個名額予跨院修課，學生選課於第一週參加樂團甄試，通過後始得修課，外系學生借用琴房練習，依規定繳交費用
,,*,音樂系,MUSI102,1,,合唱,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI102&Crsname=合唱,2,期,必,90,0,53,37,翁佳芬,文FA 4028,,,67,89,,,,《音樂類》開放20個名額予跨院修課，選課學生須於第一週參加視譜及歌唱測驗，通過後始得修課，外系學生借用琴房練習須依規定繳交費用
,,*,音樂系,MUSI104,1,,音樂基礎訓練（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI104&Crsname=音樂基礎訓練（一）,1,期,必,50,0,25,25,陳以軒,文FA 4034,2,,,,,,,《講授類》限音樂系學生修課，不可同時修習音樂基礎訓練(三)課程
異動,更新教師及時間8/17,*,音樂系,MUSI104A,1,,音樂基礎訓練（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI104A&Crsname=音樂基礎訓練（一）,1,期,必,50,0,17,33,陳以軒,文FA 4030,3,,,,,,,《講授類》限音樂系學生修課，不可同時修習音樂基礎訓練(三)課程
,,,音樂系,MUSI108,1,,台灣音樂,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI108&Crsname=台灣音樂,2,期,選,50,0,35,15,鄭溪和,文FA 7003,,89,,,,,,《講授類》限音樂系學生修課，總修課人數為50人。限修人數中開放10個名額予跨院選修音樂藝術管理與行銷學程臺灣研究學程
,,,音樂系,MUSI109,1,,肢體律動,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI109&Crsname=肢體律動,2,期,選,50,0,11,39,馮悅屏,文FA 2018-1,,,34,,,,,《講授類》限音樂系學生修課
,,,音樂系,MUSI111,1,,世界音樂,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI111&Crsname=世界音樂,2,期,選,50,0,50,0,陳希茹,文FA 4030,,,,67,,,,《講授類》限音樂系學生修課音樂藝術管理與行銷學程
異動,更換教室9/13,,音樂系,MUSI113,1,,調性音樂理論與分析（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI113&Crsname=調性音樂理論與分析（一）,2,期,必,50,0,49,1,李思��,文FA 7003,,,34,,,,,《講授類》
新增,7/20,,音樂系,MUSI115,1,,莫札特家書與作品詮釋,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI115&Crsname=莫札特家書與作品詮釋,2,期,選,50,0,12,38,黃子珊,文FA 4030,56,,,,,,,《講授類》
異動,?��?�����t8/29,*,音樂系,MUSI117,1,,主修（鋼琴）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI117&Crsname=主修（鋼琴）,2,期,必,50,0,29,21,"林雅叙,吳亞欣,李美文,陳宜蓁,黃楚涵,黃瓊儀,楊妮蓉,顏竹君",,,,,,,12,,《音樂類》限音樂系學生修課
異動,更換教室,,音樂系,MUSI119,2,,鋼琴室內樂（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI119&Crsname=鋼琴室內樂（一）,1,期,選,50,0,8,42,吳亞欣,文FA 4031,,,,34,,,,《音樂類》限音樂系學生修課
異動,8/29,*,音樂系,MUSI125,1,,主修（小提琴）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI125&Crsname=主修（小提琴）,2,期,必,50,0,24,26,"陳鈺雯,林子平,張群,葉翹任,熊書宜",,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI126,1,,主修（中提琴）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI126&Crsname=主修（中提琴）,2,期,必,50,0,6,44,"莊孟勳,富澤直子",,,,,,,12,,《音樂類》限音樂系學生修課
異動,增加合授教師8/29,*,音樂系,MUSI127,1,,主修（大提琴）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI127&Crsname=主修（大提琴）,2,期,必,50,0,11,39,"謝惠如,張毅心,曾加宜",,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI128,1,,主修（低音提琴）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI128&Crsname=主修（低音提琴）,2,期,必,50,0,1,49,阮晉志,,,,,,,12,,《音樂類》限音樂系學生修課
異動,減少合授教師9/14,*,音樂系,MUSI138,1,,主修（聲樂）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI138&Crsname=主修（聲樂）,2,期,必,50,0,7,43,"黃子珊,邱麗君,馮悅情",,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI146,1,,主修（雙簧管）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI146&Crsname=主修（雙簧管）,2,期,必,50,0,2,48,張瑞芝,,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI147,1,,主修（豎笛）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI147&Crsname=主修（豎笛）,2,期,必,50,0,5,45,"陳怡君,楊蕙祺",,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI148,1,,主修（長笛）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI148&Crsname=主修（長笛）,2,期,必,50,0,12,38,"林鴻君,呂承祐,馬曉珮",,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI149,1,,主修（法國號）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI149&Crsname=主修（法國號）,2,期,必,50,0,7,43,黃姿菁,,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI150,1,,主修（小號）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI150&Crsname=主修（小號）,2,期,必,50,0,2,48,劉郁君,,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI152,1,,主修（長號）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI152&Crsname=主修（長號）,2,期,必,50,0,3,47,鄭詔駿,,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI155,1,,主修（低音號）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI155&Crsname=主修（低音號）,2,期,必,50,0,4,46,湯志偉,,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI156,1,,主修（薩克斯管）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI156&Crsname=主修（薩克斯管）,2,期,必,50,0,3,47,陳品樺,,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI157,1,,主修 (上低音號),https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI157&Crsname=主修 (上低音號),2,期,必,50,0,1,49,湯志偉,,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI160,1,,主修（打擊樂）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI160&Crsname=主修（打擊樂）,2,期,必,50,0,11,39,"鄭雅心,陸淯姿",,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI168,1,,主修（創作與應用）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI168&Crsname=主修（創作與應用）,3,期,必,50,0,5,45,"應廣儀,江俊典",文FA 6011,789,,,,,,,《音樂類》限音樂系創作與應用組學生修課
,,*,音樂系,MUSI168A,2,,主修（創作與應用）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI168A&Crsname=主修（創作與應用）,3,期,必,50,0,6,44,"李思��,陳以軒",文FA 6011,B56,,,,,,,《音樂類》限音樂系創作與應用組學生修課
,,,音樂系,MUSI172,1,,爵士音樂理論與鍵盤和聲（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI172&Crsname=爵士音樂理論與鍵盤和聲（二）,2,期,選,50,1,50,0,黃盟傑,文FA 4030,,89,,,,,,《講授類》限音樂系學生修課
異動,更換教室9/14,,音樂系,MUSI208,2,,即興音樂,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI208&Crsname=即興音樂,2,期,選,50,1,54,-4,黃盟傑,文FA 7003,,67,,,,,,《講授類》限音樂系學生修課
異動,更換時間及教師8/17,*,音樂系,MUSI210,2,,音樂基礎訓練（三）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI210&Crsname=音樂基礎訓練（三）,1,期,必,50,0,19,31,楊妮蓉,文FA 4034,2,,,,,,,《講授類》限音樂系學生修課，不可同時修習音樂基礎訓練(一)課程
,,*,音樂系,MUSI210A,2,,音樂基礎訓練（三）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI210A&Crsname=音樂基礎訓練（三）,1,期,必,50,0,17,33,楊妮蓉,文FA 4030,3,,,,,,,《講授類》限音樂系學生修課。不可同時修習音樂基礎訓練(一)課程
,,,音樂系,MUSI213,2,,鍵盤和聲（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI213&Crsname=鍵盤和聲（二）,1,期,選,50,0,21,29,李思��,文FA 6011,,B,,,,,,《講授類》限音樂系學生修課
,,,音樂系,MUSI218,2,,西洋音樂史（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI218&Crsname=西洋音樂史（一）,2,期,必,50,2,49,1,郭瓊嬌,文FA 7003,,,,,34,,,《講授類》
,,,音樂系,MUSI232,2,,調性音樂理論與分析（三）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI232&Crsname=調性音樂理論與分析（三）,2,期,必,50,0,35,15,應廣儀,文FA 4034,,,,67,,,,《講授類》 ※英語授課
異動,更換授課方式8/9,,音樂系,MUSI254,3,,歌唱語韻（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI254&Crsname=歌唱語韻（一）,2,期,選,50,0,11,39,黃子珊,文FA 6011,,,,,56,,,《講授類》限音樂系學生修課※英語授課
,,,音樂系,MUSI269,2,,管樂合奏（四）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI269&Crsname=管樂合奏（四）,1,期,選,90,1,34,56,林鴻君,文FA 4031,,DE,,,,,,《音樂類》於限修人數中，開放50個名額予跨院修課。外系學生修課借用琴房練習須依規定繳交費用
異動,更換教室9/13,,音樂系,MUSI314,3,,音樂治療,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI314&Crsname=音樂治療,2,期,選,50,0,28,22,鄭夙雯,文FA 4030,,,34,,,,,《講授類》限音樂系學生修課，限修人數中開放15個名額予跨院選修表達性藝術治療學程音樂與高齡照護學程
,,,音樂系,MUSI316,3,,基礎指揮法,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI316&Crsname=基礎指揮法,2,期,選,50,0,36,14,翁佳芬,文FA 4028,,,34,,,,,《講授類》限音樂系大三大四學生修課
,,,音樂系,MUSI328,3,,西洋音樂史（三）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI328&Crsname=西洋音樂史（三）,3,期,必,50,0,33,17,郭瓊嬌,文FA 7003,,,,567,,,,《講授類》
異動,更換教室9/14,,音樂系,MUSI332,4,,鋼琴彈奏技巧與樂曲詮釋,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI332&Crsname=鋼琴彈奏技巧與樂曲詮釋,2,期,選,50,0,21,29,陳宜蓁,文FA 4030,,56,,,,,,《講授類》
,,,音樂系,MUSI366,3,,樂團擊樂聲部詮釋概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI366&Crsname=樂團擊樂聲部詮釋概論,2,期,選,50,0,12,38,鄭雅心,文FA 4030,,,,,78,,,《講授類》
,,,音樂系,MUSI367,2,,弦樂演奏技巧與詮釋,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI367&Crsname=弦樂演奏技巧與詮釋,2,期,選,50,0,21,29,陳鈺雯,文FA 4034,56,,,,,,,《講授類》限音樂系學生修課
,,*,音樂系,MUSI372,3,,主修（作曲）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI372&Crsname=主修（作曲）,2,期,必,5,0,1,4,應廣儀,,,,,,,12,,《音樂類》限音樂系學生修課
,,*,音樂系,MUSI374,3,,主修（製作）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI374&Crsname=主修（製作）,2,期,必,50,0,12,38,"李思��,江俊典,李美文,陳以軒,黃盟傑,應廣儀",,,,,,,12,,《音樂類》限音樂系學生修課
,,,音樂系,MUSI377,3,,混錄音工程理論與實際（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI377&Crsname=混錄音工程理論與實際（一）,2,期,選,50,0,27,23,林鴻君,文FA 5007,,34,,,,,,《講授類》限音樂系學生修課
,,,音樂系,MUSI381,1,,音樂科技概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI381&Crsname=音樂科技概論,2,期,選,50,0,46,4,陳以軒,文FA 4034,,,,,78,,,《講授類》 沉浸式體驗技術與應用學程音場技術與情境感受微學程沉浸式體驗內容應用微學程
,,,音樂系,MUSI384,3,,跨領域音樂設計與實作（二）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI384&Crsname=跨領域音樂設計與實作（二）,2,期,選,50,1,30,20,陳以軒,文FA 4034,,,,34,,,,《講授類》 沉浸式體驗內容應用微學程
,,*,音樂系,MUSI410,4,,畢業製作,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI410&Crsname=畢業製作,0,期,必,50,0,8,42,林雅叙,,,,,,,,1,《講授類》限音樂系學生修課
異動,更換時間9/8,,音樂系,MUSI441,4,,管樂室內樂（四）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI441&Crsname=管樂室內樂（四）,1,期,選,50,0,11,39,張瑞芝,文FA 4031,,,,12,,,,《音樂類》外系學生修課借用琴房練習需依規定繳交費用
異動,更換教室9/6,,音樂系,MUSI458,3,,樂曲分析,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=MUSI458&Crsname=樂曲分析,2,期,選,50,0,34,16,應廣儀,文FA 7003,,34,,,,,,《講授類》
,,,劇藝系,TA101,1,,排演基礎（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA101&Crsname=排演基礎（一）,3,期,必,50,0,51,-1,"楊士平,何怡璉,李怡賡",文FA 2019,,,,567,,,,《展演》限本系
,,*,劇藝系,TA103,1,,基礎表演（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA103&Crsname=基礎表演（一）,3,期,必,25,0,25,0,杜思慧,文FA 2019,,567,,,,,,《展演》限本系單號學生
,,*,劇藝系,TA103A,1,,基礎表演（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA103A&Crsname=基礎表演（一）,3,期,選,25,0,22,3,楊士平,文FA 2017,,567,,,,,,《展演》限本系雙號學生
,,*,劇藝系,TA104,1,,劇場設計導論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA104&Crsname=劇場設計導論,2,期,必,25,1,26,-1,曾景濱,文FA 1014,,89,,,,,,《展演》限本系單號學生
,,*,劇藝系,TA104A,1,,劇場設計導論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA104A&Crsname=劇場設計導論,2,期,選,25,0,21,4,李怡賡,文FA 1014,,,,34,,,,《展演》限本系雙號學生
,,,劇藝系,TA106,2,,中國戲劇史（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA106&Crsname=中國戲劇史（一）,2,期,必,60,0,53,7,林芷瑩,文FA 3012,,67,,,,,,《講授類》 跨文化人文思潮與美學微學程跨文化人文思潮與美學學程
,,,劇藝系,TA108,1,,劇本導讀,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA108&Crsname=劇本導讀,2,期,必,60,0,48,12,許仁豪,文FA 3012,,,34,,,,,《講授類》
,,,劇藝系,TA151,1,,肢體開發（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA151&Crsname=肢體開發（一）,2,期,選,30,0,33,-3,"杜思慧,何怡璉",文FA 2019,89,,,,,,,《展演》 表達性藝術治療學程
,,,劇藝系,TA171,1,,視覺藝術（一）：素描,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA171&Crsname=視覺藝術（一）：素描,2,期,選,30,4,34,-4,王以亮,文FA 3009,,,,,34,,,《展演》
,,,劇藝系,TA191,1,,藝術概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA191&Crsname=藝術概論,2,期,選,50,1,35,15,王以亮,文FA 3009,,,,,78,,,《講授類》 跨文化人文思潮與美學微學程跨文化人文思潮與美學學程
,,,劇藝系,TA204,2,,導演概論,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA204&Crsname=導演概論,2,期,必,50,0,53,-3,楊士平,文FA 3012,,,,34,,,,《講授類》
,,,劇藝系,TA209,1,,西洋戲劇史（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA209&Crsname=西洋戲劇史（一）,2,期,必,60,0,56,4,許仁豪,文FA 3012,,,67,,,,,《講授類》 跨文化人文思潮與美學微學程跨文化人文思潮與美學學程
,,,劇藝系,TA236,2,,現當代東亞戲劇與劇場,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA236&Crsname=現當代東亞戲劇與劇場,2,期,選,50,0,21,29,黃資絜,文FA 3012,,34,,,,,,《講授類》
,,,劇藝系,TA251,1,,傳統戲曲表演身段（一）,https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=111&SEM=1&CrsDat=TA251&Crsname=傳統戲曲表演身段（一）,2,期,選,30,0,26,4,王海玲,文FA 2017,,,,89,,,,《展演》限本系
